INTERACTOR_A	INTERACTOR_B	OFFICIAL_SYMBOL_A	OFFICIAL_SYMBOL_B	ALIASES_FOR_A	ALIASES_FOR_B	EXPERIMENTAL_SYSTEM	SOURCE	PUBMED_ID	ORGANISM_A_ID	ORGANISM_B_ID
tcag7.78	ETG29271	CFTR	Cfl1	ABC35|ABCC7|CF|CFTR/MRP|MRP7|TNR-CFTR|dJ760C5.1	-	Affinity Capture-MS	Wang X (2006)	17110338	9606	10116
tcag7.78	ETG65028	CFTR	Dnaja1	ABC35|ABCC7|CF|CFTR/MRP|MRP7|TNR-CFTR|dJ760C5.1	Hsj2	Affinity Capture-MS	Wang X (2006)	17110338	9606	10116
tcag7.78	ETG60460	CFTR	Hspa2	ABC35|ABCC7|CF|CFTR/MRP|MRP7|TNR-CFTR|dJ760C5.1	Hspt70|Hst70	Affinity Capture-MS	Wang X (2006)	17110338	9606	10116
tcag7.78	ETG83720	CFTR	Fat1	ABC35|ABCC7|CF|CFTR/MRP|MRP7|TNR-CFTR|dJ760C5.1	Fat|Fath	Affinity Capture-MS	Wang X (2006)	17110338	9606	10116
tcag7.78	ETG81662	CFTR	Gna11	ABC35|ABCC7|CF|CFTR/MRP|MRP7|TNR-CFTR|dJ760C5.1	-	Affinity Capture-MS	Wang X (2006)	17110338	9606	10116
tcag7.78	ETG25097	CFTR	Pld2	ABC35|ABCC7|CF|CFTR/MRP|MRP7|TNR-CFTR|dJ760C5.1	Pldc	Affinity Capture-MS	Wang X (2006)	17110338	9606	10116
tcag7.78	ETG83725	CFTR	Wfs1	ABC35|ABCC7|CF|CFTR/MRP|MRP7|TNR-CFTR|dJ760C5.1	-	Affinity Capture-MS	Wang X (2006)	17110338	9606	10116
tcag7.78	ETG24407	CFTR	Grik5	ABC35|ABCC7|CF|CFTR/MRP|MRP7|TNR-CFTR|dJ760C5.1	GluK5|iGlu5	Affinity Capture-MS	Wang X (2006)	17110338	9606	10116
tcag7.78	ETG29579	CFTR	Esyt1	ABC35|ABCC7|CF|CFTR/MRP|MRP7|TNR-CFTR|dJ760C5.1	Fam62a|Mbc2	Affinity Capture-MS	Wang X (2006)	17110338	9606	10116
tcag7.78	ETG29489	CFTR	Dync1h1	ABC35|ABCC7|CF|CFTR/MRP|MRP7|TNR-CFTR|dJ760C5.1	Dnch1|Dnchc1	Affinity Capture-MS	Wang X (2006)	17110338	9606	10116
ETG116643	ETG83809	Vcp	Nsfl1c	-	XY40|p47	Affinity Capture-MS	Meyer HH (2000)	10811609	10116	10116
ETG116643	ETG84478	Vcp	Ufd1l	-	-	Affinity Capture-MS	Meyer HH (2000)	10811609	10116	10116
ETG116643	ETG315608	Vcp	Ube4a	-	Ab2-232	Affinity Capture-MS	Meyer HH (2000)	10811609	10116	10116
ETG116643	ETG140639	Vcp	Nploc4	-	Npl4	Affinity Capture-MS	Meyer HH (2000)	10811609	10116	10116
ETG116643	ETG84478	Vcp	Ufd1l	-	-	Affinity Capture-Western	Meyer HH (2000)	10811609	10116	10116
ETG116643	ETG140639	Vcp	Nploc4	-	Npl4	Affinity Capture-Western	Meyer HH (2000)	10811609	10116	10116
ETG140639	ETG116643	Nploc4	Vcp	Npl4	-	Affinity Capture-Western	Meyer HH (2000)	10811609	10116	10116
ETG140639	ETG84478	Nploc4	Ufd1l	Npl4	-	Affinity Capture-Western	Meyer HH (2000)	10811609	10116	10116
ETG84478	ETG116643	Ufd1l	Vcp	-	-	Affinity Capture-Western	Meyer HH (2000)	10811609	10116	10116
ETG84478	ETG140639	Ufd1l	Nploc4	-	Npl4	Affinity Capture-Western	Meyer HH (2000)	10811609	10116	10116
ETG116643	ETG84478	Vcp	Ufd1l	-	-	Co-fractionation	Meyer HH (2000)	10811609	10116	10116
ETG116643	ETG140639	Vcp	Nploc4	-	Npl4	Co-fractionation	Meyer HH (2000)	10811609	10116	10116
ETG116643	ETG83809	Vcp	Nsfl1c	-	XY40|p47	Co-fractionation	Meyer HH (2000)	10811609	10116	10116
ETG83809	ETG140639	Nsfl1c	Nploc4	XY40|p47	Npl4	Affinity Capture-Western	Meyer HH (2000)	10811609	10116	10116
ETG83809	ETG116643	Nsfl1c	Vcp	XY40|p47	-	Affinity Capture-Western	Meyer HH (2000)	10811609	10116	10116
ETG117130	ETG117130	Grifin	Grifin	-	-	Affinity Capture-Western	Ogden AT (1998)	9786891	10116	10116
ETG311055	ETG25252	Tanc1	Dlg1	Tanc	Dlgh1|SAP97	Affinity Capture-Western	Suzuki T (2005)	15673434	10116	10116
ETG311055	ETG29495	Tanc1	Dlg4	Tanc	Dlgh4|PSD95|Sap90	Affinity Capture-Western	Suzuki T (2005)	15673434	10116	10116
ETG311055	ETG29546	Tanc1	Homer1	Tanc	HOMER1F|Vesl-1	Affinity Capture-Western	Suzuki T (2005)	15673434	10116	10116
ETG311055	ETG64159	Tanc1	Sptan1	Tanc	A2a|IPF|Spna2	Affinity Capture-Western	Suzuki T (2005)	15673434	10116	10116
ETG311055	ETG65040	Tanc1	Dlgap1	Tanc	Gkap	Affinity Capture-Western	Suzuki T (2005)	15673434	10116	10116
ETG311055	ETG25400	Tanc1	Camk2a	Tanc	PK2CDD|PKCCD	Affinity Capture-Western	Suzuki T (2005)	15673434	10116	10116
ETG311055	ETG24410	Tanc1	Grin2b	Tanc	GluN2B	Affinity Capture-Western	Suzuki T (2005)	15673434	10116	10116
ETG311055	ETG50592	Tanc1	Gria1	Tanc	GluA1|gluR-A	Affinity Capture-Western	Suzuki T (2005)	15673434	10116	10116
ETG311055	ETG24503	Tanc1	Ina	Tanc	Inexa|Intlaa|Nf66	Affinity Capture-Western	Suzuki T (2005)	15673434	10116	10116
ETG50522	ETG56011	Ubc	Ywhab	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG29753	Ubc	Ywhae	-	14-3-3e	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG25576	Ubc	Ywhah	-	14-3-3e	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG56010	Ubc	Ywhag	-	14-3-3G	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG25577	Ubc	Ywhaq	-	14-3-3t	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG25578	Ubc	Ywhaz	-	14-3-3z	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG24654	Ubc	Plcb1	-	PLC1|PLCbeta1|Phosphb|RATPHOSPHB	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG25275	Ubc	Cnp	-	CNPF|CNPI|CNPII|Cnp1	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG306231	Ubc	Pde12	-	LRRGT00074|RGD1310975	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG83806	Ubc	Psmd1	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG25675	Ubc	Hmgcr	-	3H3M	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG81773	Ubc	Rps10	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG83789	Ubc	Rps2	-	Rps2r1	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG122772	Ubc	Rps20	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG81775	Ubc	Rps21	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG81777	Ubc	Rps27a	-	Uba52|Ubb	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG140654	Ubc	Rps3	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG65136	Ubc	Rps8	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG29236	Ubc	Rpsa	-	Lamr1	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG50567	Ubc	Slc3a2	-	Mdu1	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG29595	Ubc	Htr2a	-	5-HT2A|5Ht-2	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG317646	Ubc	Rpl13a	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG81766	Ubc	Rpl18	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG81767	Ubc	Rpl19	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG360572	Ubc	Rpl23a	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG64307	Ubc	Rpl24	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG64306	Ubc	Rpl27	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG293418	Ubc	Rpl27a	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG300079	Ubc	Rpl3	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG64640	Ubc	Rpl30	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG64302	Ubc	Rpl4	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG117042	Ubc	Rpl6	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	rCG_57121	Ubc	Rpl9	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG60416	Ubc	Pfkp	-	ATP-PFK|PFK-C|PFK-P	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG25741	Ubc	Pfkl	-	ATP-PFK|PFK-L	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG299617	Ubc	Abhd17a	-	Fam108a|Fam108a1|RGD1359682|upf0227	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG295305	Ubc	Acp6	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG361999	Ubc	Anp32e	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG81822	Ubc	Actb	-	Actx	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG289820	Ubc	Actr2	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG81824	Ubc	Arpc1a	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG79558	Ubc	Acvr1	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG246074	Ubc	Scd1	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG25045	Ubc	Dbi	-	Acbp|Acoabp3|Ep|Odn|RNACOABP3|Ttn	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG299203	Ubc	Acyp1	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG312694	Ubc	Necap1	-	RGD1306053	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG362860	Ubc	Appl2	-	RGD1563028	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG29443	Ubc	Ahcy	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG302950	Ubc	Adcy9	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG81636	Ubc	Adcy2	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG64508	Ubc	Adcy3	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG64532	Ubc	Adcy5	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG84420	Ubc	Adcy7	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG116653	Ubc	Cap2	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG312915	Ubc	Arfgef1	-	BIG1|RGD1560793	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG65142	Ubc	Arl2	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG500282	Ubc	Arl8b	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG619440	Ubc	Aarsd1	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG309147	Ubc	Aldh3b1	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG81634	Ubc	Actn1	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG24333	Ubc	Eno1	-	Nne	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG24503	Ubc	Ina	-	Inexa|Intlaa|Nf66	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG29253	Ubc	Maoa	-	Mao	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG29466	Ubc	Aes	-	Grg|Grg-5	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG60668	Ubc	Amph	-	Amph1	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG680423	Ubc	Aup1	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG24780	Ubc	Slc4a2	-	Ae2|Aep2	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG24781	Ubc	Slc4a3	-	Ae3|Aep3	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG314721	Ubc	Anks1b	-	AIDA-1|EB-1|RGD1565556	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG360823	Ubc	Ankrd13a	-	Ankrd13	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG299982	Ubc	Ankrd46	-	RGD1309382|ank-s	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG25673	Ubc	Anxa5	-	Anx5|LC5	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG79125	Ubc	Anxa6	-	Anx6|CPB-II	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG81637	Ubc	Ap2a2	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG140670	Ubc	Ap2b1	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG116563	Ubc	Ap2m1	-	Ap50|Clapm1|mu2	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG25728	Ubc	Apoe	-	APOEA	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG54226	Ubc	App	-	Abeta	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG25293	Ubc	Aqp4	-	AQP-4|MIWC2|Miwc	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG54323	Ubc	Arc	-	rg3.1	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG287191	Ubc	Rars	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG367902	Ubc	Armcx3	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG316333	Ubc	Actr1b	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG303798	Ubc	Arvcf	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG24401	Ubc	Got1	-	Aspat|Gaspat|cAspAT|cCAT	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG304900	Ubc	Astn1	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG170821	Ubc	Atxn10	-	Sca10	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG298103	Ubc	Atp6v1g1	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG79248	Ubc	Abca2	-	Abc2	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG25270	Ubc	Abcd3	-	PMP70|Pxmp1	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG85264	Ubc	Abcg1	-	Abc8	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG29718	Ubc	Kcnj10	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG29138	Ubc	Bsn	-	Znf231	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG293852	Ubc	Bcap31	-	Bap31	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG24888	Ubc	Bcl2l1	-	Bcl-xl|Bcl2l|Bclx|bcl-X	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG114711	Ubc	Gne	-	Uae1	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG300744	Ubc	Ubl7	-	Bmsc-UbP	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG81507	Ubc	Bmpr1a	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG64160	Ubc	Basp1	-	NAP22	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG79146	Ubc	Begain	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG301309	Ubc	Bai3	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG29592	Ubc	Bcat1	-	Bcatc	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG83501	Ubc	Cdh2	-	N-cadherin	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG29748	Ubc	Ppp3r1	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG29660	Ubc	Pnck	-	Camk1b	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG83731	Ubc	Kcnma1	-	BKCa|KCNMA1b|KCNMA1c|Kcnma|Slo	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG170699	Ubc	Atp2c1	-	Spca1	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	rCG_20808	Ubc	Calm1	-	CaMI	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG79011	Ubc	Camkv	-	1G5	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG25400	Ubc	Camk2a	-	PK2CDD|PKCCD	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG24246	Ubc	Camk2d	-	CAMK1|Camk2|Camki|RATCAMKI	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG171140	Ubc	Camk2g	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG25636	Ubc	Prkaca	-	Cs-PKA|PKCA1	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG24679	Ubc	Prkar2b	-	RATDNA	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG362173	Ubc	Caprin1	-	GPI p137|Gpiap1|rng105	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG113927	Ubc	Csnk1a1	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG64086	Ubc	Csnk1g1	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG503000	Ubc	Ctnnbip1	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG25404	Ubc	Cav1	-	Cav	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG364208	Ubc	Cnrip1	-	Crip1a|RGD1308373	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG360687	Ubc	Cadm2	-	Igsf4d|Necl-3|SynCAM 2	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG360882	Ubc	Cadm3	-	Igsf4b|Necl-1	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG300857	Ubc	Tmem30a	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG361675	Ubc	Cend1	-	C38|RGD1309401	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG64465	Ubc	Cdc42	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG78967	Ubc	Mcam	-	CD146|Muc18	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG288305	Ubc	Cct8	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG83718	Ubc	Clic4	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG94272	Ubc	Clic5	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG29367	Ubc	Chkb	-	Chetk|Chkl	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG286936	Ubc	Pcyt1b	-	CCT-beta|CTB|Cctbeta	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG50568	Ubc	Cspg5	-	Caleb|Ngc	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG64030	Ubc	Kit	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG65178	Ubc	Snap91	-	Ap180	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG54241	Ubc	Cltc	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG83800	Ubc	Clta	-	LCA1|LCA2|LCA3	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG288182	Ubc	Cldnd1	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG84588	Ubc	Cldn11	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG114514	Ubc	Clasp2	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG292051	Ubc	Cmip	-	RGD1306101	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG60384	Ubc	Copb2	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG29271	Ubc	Cfl1	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG288022	Ubc	Ccdc50	-	C3orf6h|c3orf6	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG300359	Ubc	Ccdc82	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG304743	Ubc	Ccdc93	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG59322	Ubc	Cnksr2	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG261736	Ubc	Cops2	-	CSN2|Trip15	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG287367	Ubc	Cops3	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG361431	Ubc	Cbfa2t3	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG24264	Ubc	Ckb	-	Ckbb|Ckbr	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG29593	Ubc	Ckmt1b	-	Ckmt1	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG170917	Ubc	Cry2	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG81717	Ubc	Ctbp2	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG29428	Ubc	Celf2	-	Brunol3|Cugbp2|Etr3|Napor	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG362356	Ubc	Cul1	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG301555	Ubc	Cul3	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG64624	Ubc	Cul5	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG114105	Ubc	Cxcl2	-	Mip-2|Scyb2	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG140908	Ubc	Cdk5	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG83835	Ubc	Chic2	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG50655	Ubc	Aco1	-	AH|Acon1|IRP1	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG29489	Ubc	Dync1h1	-	Dnch1|Dnchc1	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG29564	Ubc	Dync1i1	-	Dnci1|Dncic1	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG65209	Ubc	Dync2h1	-	Dnch2|Dnchc2	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG58835	Ubc	Phgdh	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG65040	Ubc	Dlgap1	-	Gkap	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG116681	Ubc	Dlgap2	-	DAP-2|SAPAP2	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG310324	Ubc	Dcun1d1	-	Tes3	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG367012	Ubc	Ddi1	-	RGD1559430	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG287380	Ubc	Dhrs7b	-	RGD1311243	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG25374	Ubc	Alad	-	ALADR|aminolevulinatedelta-dehydratase	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG117284	Ubc	Lrrc7	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG25415	Ubc	Crmp1	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG25416	Ubc	Dpysl2	-	Crmp2|TOAD-64	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG25418	Ubc	Dpysl3	-	Crmp4|TUC-4b	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG25417	Ubc	Dpysl4	-	Crmp3|Dpys4	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG65208	Ubc	Dpysl5	-	Crmp5|Ulip6	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG64053	Ubc	Dlg2	-	Dlgh2	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
ETG50522	ETG64470	Ubc	Ddb1	-	-	Affinity Capture-MS	Na CH (2012)	22871113	10116	10116
